Postcode,Latitude,Longitude,Easting,Northing,Grid Ref,Postcodes,Active postcodes,Population,Households
FK11 7,56.1499,-3.85113,285099,696788,NS850967,82,75,2863,1231
FK12 5,56.1521,-3.80165,288179,696951,NS881969,165,150,4831,2263
FK13 6,56.1503,-3.74254,291845,696657,NS918966,207,184,6013,2858
FK14 7,56.1629,-3.66672,296589,697942,NS965979,193,167,4173,1748
FK15 0,56.1963,-3.95148,279012,702123,NN790021,203,166,5116,1868
FK15 5,56.1805,-3.96553,278090,700390,NN780003,20,5,,
FK15 9,56.2052,-3.9514,279045,703114,NN790031,238,193,5484,2354
FK16 6,56.1912,-4.05941,272299,701751,NN722017,98,73,1934,825
FK17 8,56.2405,-4.21951,262543,707545,NN625075,161,135,3666,1625
FK18 8,56.3157,-4.31675,256799,716111,NN567161,9,8,234,96
FK19 8,56.3731,-4.31185,257317,722487,NN573224,34,28,535,234
FK20 8,56.4074,-4.61058,239016,726964,NN390269,28,23,413,151
FK21 8,56.4661,-4.32093,257105,732855,NN571328,55,53,936,429
FY0 1,53.7546,-3.00814,333625,429164,SD336291,7,0,,
FY1 1,53.8191,-3.05313,330766,436383,SD307363,236,84,380,203
FY1 2,53.8265,-3.05035,330961,437204,SD309372,254,175,7892,3623
FY1 3,53.8207,-3.04518,331292,436554,SD312365,269,150,4378,2098
FY1 4,53.8152,-3.0474,331136,435944,SD311359,261,153,6648,3068
FY1 5,53.8093,-3.04635,331196,435286,SD311352,232,175,5797,2605
FY1 6,53.8027,-3.04431,331319,434550,SD313345,252,195,8456,3729
FY1 9,53.8188,-3.05203,330838,436349,SD308363,194,67,,
FY2 0,53.8448,-3.03331,332112,439223,SD321392,390,310,14488,6696
FY2 9,53.8438,-3.04906,331074,439127,SD310391,303,242,10101,4430
FY3 0,53.8221,-2.99711,334458,436664,SD344366,79,65,1936,780
FY3 7,53.8312,-3.02229,332815,437700,SD328376,331,264,10819,4999
FY3 8,53.8227,-3.02799,332426,436760,SD324367,265,196,9326,4174
FY3 9,53.8098,-3.02472,332621,435321,SD326353,345,253,9946,4388
FY4 1,53.7894,-3.05249,330759,433078,SD307330,285,202,8582,3754
FY4 2,53.7874,-3.04224,331431,432846,SD314328,245,195,8021,3397
FY4 3,53.7914,-3.03468,331935,433284,SD319332,232,184,9933,4477
FY4 4,53.7997,-3.01645,333149,434190,SD331341,365,283,12201,5653
FY4 5,53.7877,-3.01065,333512,432849,SD335328,250,207,5335,2447
FY4 9,53.8075,-3.05261,330781,435092,SD307350,33,6,,
FY5 1,53.8742,-3.04335,331500,442504,SD314425,263,204,8106,3783
FY5 2,53.8801,-3.02786,332528,443145,SD325431,361,288,12159,5536
FY5 3,53.8657,-3.03068,332319,441546,SD323415,334,268,11149,5230
FY5 4,53.8779,-3.00748,333864,442881,SD338428,242,199,7915,3372
FY5 5,53.8689,-3.00131,334255,441874,SD342418,201,170,5471,2509
FY5 9,53.8761,-3.04294,331530,442715,SD315427,40,12,,
FY6 0,53.9169,-2.97067,336343,447187,SD363471,234,202,6949,3152
FY6 6,53.8462,-2.97867,335709,439328,SD357393,94,45,,
FY6 7,53.8487,-2.9948,334652,439621,SD346396,360,296,12477,5644
FY6 8,53.8394,-2.97967,335633,438573,SD356385,190,148,5384,2445
FY6 9,53.8735,-2.9575,337143,442346,SD371423,93,76,2941,1256
FY7 6,53.9214,-3.01413,333496,447727,SD334477,331,230,6806,3294
FY7 7,53.9167,-3.02845,332548,447218,SD325472,213,188,9059,3752
FY7 8,53.911,-3.03618,332031,446591,SD320465,302,240,10074,4127
FY7 9,53.9203,-3.01603,333369,447607,SD333476,13,4,,
FY8 1,53.7479,-3.02029,332814,428430,SD328284,374,257,9136,4590
FY8 2,53.759,-3.03432,331906,429679,SD319296,304,228,8476,4179
FY8 3,53.7583,-3.01307,333306,429581,SD333295,338,264,10363,5075
FY8 4,53.7469,-2.98002,335468,428282,SD354282,327,259,9892,4706
FY8 5,53.7396,-2.96575,336398,427457,SD363274,291,210,5997,2815
FY8 8,,,,,,1,0,,
FY8 9,53.7489,-3.03093,332114,428552,SD321285,162,53,,
G1 1,55.8604,-4.24555,259553,665304,NS595653,276,111,3914,1906
G1 2,55.863,-4.25172,259176,665605,NS591656,210,54,390,259
G1 3,55.8613,-4.25249,259122,665418,NS591654,263,60,273,168
G1 4,55.8577,-4.254,259015,665020,NS590650,200,56,765,489
G1 5,55.8566,-4.24426,259620,664878,NS596648,200,91,2057,1309
G1 9,55.8687,-4.24223,259791,666220,NS597662,66,9,,
G2 1,55.8633,-4.25236,259138,665640,NS591656,252,43,99,56
G2 2,55.8636,-4.2569,258855,665683,NS588656,283,53,68,43
G2 3,55.8658,-4.2587,258750,665931,NS587659,174,50,672,327
G2 4,55.8646,-4.26197,258541,665804,NS585658,286,80,411,196
G2 5,55.8636,-4.25534,258952,665680,NS589656,284,55,8,4
G2 6,55.8618,-4.25727,258825,665483,NS588654,247,50,82,49
G2 7,55.8617,-4.26196,258531,665481,NS585654,173,36,616,459
G2 8,55.8597,-4.25779,258785,665250,NS587652,167,53,633,372
G2 9,55.8657,-4.24489,259614,665892,NS596658,311,153,,
G3 2,55.8691,-4.27615,257670,666334,NS576663,1,0,,
G3 6,55.8687,-4.26755,258207,666272,NS582662,281,134,5488,2676
G3 7,55.8661,-4.27408,257789,665996,NS577659,309,117,3815,1939
G3 8,55.8642,-4.27474,257740,665786,NS577657,383,191,8444,4098
G3 9,55.8687,-4.24223,259791,666220,NS597662,75,12,,
G4 0,55.8648,-4.24347,259699,665789,NS596657,301,164,8069,3203
G4 7,55.8687,-4.2423,259786,666220,NS597662,52,11,,
G4 9,55.8722,-4.2638,258454,666654,NS584666,260,127,4825,2466
G5 0,55.8443,-4.24362,259616,663508,NS596635,303,169,7107,3884
G5 8,55.851,-4.26699,258177,664302,NS581643,214,78,1971,1033
G5 9,55.8498,-4.25659,258824,664147,NS588641,212,67,1888,941
G9 2,55.8687,-4.24239,259781,666220,NS597662,13,2,,
G9 4,,,,,,7,0,,
G9 6,55.8686,-4.2419,259811,666208,NS598662,5,0,,
G11 5,55.8732,-4.30454,255909,666849,NS559668,180,129,6511,3637
G11 6,55.8702,-4.31023,255542,666527,NS555665,210,135,5120,3031
G11 7,55.8754,-4.3193,254994,667125,NS549671,282,210,9320,5399
G11 9,55.8758,-4.31769,255096,667166,NS550671,102,13,,
G12 0,55.8856,-4.30815,255729,668236,NS557682,325,251,9584,4216
G12 4,55.8758,-4.29221,256690,667113,NS566671,1,0,,
G12 8,55.8753,-4.29168,256721,667056,NS567670,288,174,5894,2481
G12 9,55.8778,-4.30501,255897,667362,NS558673,341,237,8672,4585
G13 1,55.8902,-4.33103,254316,668796,NS543687,308,233,8899,4324
G13 2,55.8977,-4.33998,253785,669650,NS537696,252,210,7800,3847
G13 3,55.8918,-4.35435,252864,669023,NS528690,267,238,9833,5005
G13 4,55.8944,-4.37273,251725,669352,NS517693,182,167,6367,2760
G13 9,55.8864,-4.35044,253088,668414,NS530684,60,10,,
G14 0,55.8808,-4.35722,252643,667805,NS526678,299,191,8458,4427
G14 9,55.8794,-4.34353,253494,667621,NS534676,288,233,10127,4704
G15 6,55.9041,-4.36183,252443,670408,NS524704,182,167,6404,2843
G15 7,55.9137,-4.36182,252480,671476,NS524714,205,118,5767,2672
G15 8,55.9128,-4.37786,251474,671410,NS514714,178,114,4866,2045
G15 9,55.9105,-4.37318,251758,671144,NS517711,6,2,,
G20 0,55.8962,-4.29492,256596,669388,NS565693,223,161,7228,3535
G20 2,55.8911,-4.28905,256944,668809,NS569688,41,6,,
G20 6,55.8784,-4.27678,257665,667370,NS576673,275,146,6323,3411
G20 7,55.8784,-4.27051,258057,667357,NS580673,218,123,6100,2565
G20 8,55.8863,-4.28877,256944,668274,NS569682,249,162,6772,4005
G20 9,55.8886,-4.27799,257627,668507,NS576685,214,123,4388,2072
G21 1,55.8808,-4.23642,260198,667555,NS601675,247,107,5309,2767
G21 2,55.8709,-4.22015,261180,666420,NS611664,255,132,5993,3082
G21 3,55.889,-4.21311,261685,668420,NS616684,256,215,10084,4343
G21 4,55.8812,-4.22205,261098,667570,NS610675,258,161,7426,3701
G22 5,55.8821,-4.25448,259073,667736,NS590677,212,114,4922,2572
G22 6,55.8893,-4.2531,259185,668535,NS591685,220,163,6794,3553
G22 7,55.8982,-4.2512,259336,669521,NS593695,205,139,6338,2979
G22 9,55.8862,-4.24661,259580,668176,NS595681,29,1,,
G23 5,55.9022,-4.28524,257223,670036,NS572700,161,143,7131,3248
G31 1,55.8572,-4.21951,261171,664895,NS611648,209,90,3613,2023
G31 2,55.8604,-4.22043,261125,665253,NS611652,262,169,7688,4118
G31 3,55.8624,-4.20992,261790,665454,NS617654,217,140,5772,3309
G31 4,55.849,-4.19873,262443,663941,NS624639,242,152,4974,2712
G31 5,55.8522,-4.19193,262880,664283,NS628642,139,68,2339,1122
G31 9,55.8479,-4.21143,261644,663844,NS616638,27,6,,
G32 0,55.8543,-4.15192,265391,664439,NS653644,206,184,6855,2998
G32 2,55.8463,-4.17259,264070,663589,NS640635,33,4,,
G32 6,55.8584,-4.18071,263604,664951,NS636649,240,197,6995,3472
G32 7,55.8502,-4.17191,264126,664021,NS641640,235,181,6914,3569
G32 8,55.8382,-4.16802,264327,662679,NS643626,291,240,8722,4100
G32 9,55.8456,-4.15238,265332,663471,NS653634,196,163,6651,3411
G33 1,55.8838,-4.18923,263160,667794,NS631677,242,193,8647,3515
G33 2,55.8667,-4.18921,263101,665891,NS631658,210,194,6674,2935
G33 3,55.8676,-4.16827,264414,665950,NS644659,253,175,7361,3173
G33 4,55.8613,-4.13949,266193,665193,NS661651,259,169,6374,2855
G33 5,55.8742,-4.14925,265627,666647,NS656666,143,108,5608,2601
G33 6,55.8877,-4.14768,265772,668147,NS657681,210,192,6539,2705
G33 9,55.8659,-4.18426,263408,665792,NS634657,44,16,,
G34 0,55.8687,-4.10302,268500,665947,NS685659,149,95,4177,1969
G34 9,55.8672,-4.12025,267417,665813,NS674658,182,112,4240,1919
G40 1,55.8482,-4.23015,260473,663915,NS604639,157,75,3608,2063
G40 2,55.8531,-4.22682,260699,664453,NS606644,218,112,2831,1464
G40 3,55.8471,-4.21374,261496,663759,NS614637,212,109,2530,1272
G40 4,55.8422,-4.2181,261206,663223,NS612632,222,91,2040,1075
G40 9,55.8444,-4.20243,262195,663436,NS621634,20,7,,
G41 1,55.8471,-4.27481,257674,663883,NS576638,238,85,2507,1213
G41 2,55.8383,-4.2729,257761,662900,NS577629,245,150,8109,3466
G41 3,55.8296,-4.28143,257195,661950,NS571619,321,226,10121,5619
G41 4,55.8376,-4.28938,256726,662857,NS567628,220,168,4882,1843
G41 5,55.8443,-4.29203,256585,663607,NS565636,223,175,5591,2415
G42 0,55.831,-4.24095,259735,662023,NS597620,143,97,4932,2500
G42 2,55.8408,-4.26389,258334,663160,NS583631,127,10,,
G42 7,55.839,-4.25829,258678,662948,NS586629,191,120,4975,2666
G42 8,55.8356,-4.26137,258473,662577,NS584625,315,206,10027,5055
G42 9,55.827,-4.26304,258337,661623,NS583616,266,192,8044,4592
G43 1,55.8204,-4.30038,255974,660966,NS559609,227,149,6301,3362
G43 2,55.8168,-4.28484,256934,660533,NS569605,297,236,10314,4312
G44 3,55.8085,-4.26913,257888,659577,NS578595,293,228,9052,3933
G44 4,55.8208,-4.25431,258861,660915,NS588609,264,206,9338,4567
G44 5,55.8141,-4.24455,259449,660150,NS594601,223,191,9946,4125
G44 9,55.8122,-4.26926,257894,659989,NS578599,38,4,,
G45 0,55.8055,-4.22298,260769,659149,NS607591,154,97,5674,2498
G45 5,,,,,,3,0,,
G45 9,55.8041,-4.23891,259766,659026,NS597590,263,190,9188,4499
G46 6,55.8015,-4.29385,256313,658849,NS563588,291,228,9153,3590
G46 7,55.8037,-4.30787,255443,659123,NS554591,271,215,7949,3223
G46 8,55.8077,-4.32296,254512,659600,NS545595,259,196,9376,4352
G46 9,55.8058,-4.30047,255915,659341,NS559593,103,34,,
G51 1,55.8534,-4.29279,256571,664622,NS565646,232,127,5641,3075
G51 2,55.8563,-4.30587,255763,664971,NS557649,292,132,4371,2302
G51 3,55.8601,-4.31763,255042,665419,NS550654,272,145,4890,2670
G51 4,55.8596,-4.33372,254033,665397,NS540653,318,244,7334,3682
G51 9,55.8563,-4.301,256068,664961,NS560649,72,12,,
G52 1,55.8436,-4.32941,254243,663608,NS542636,237,194,7684,3727
G52 2,55.8499,-4.35386,252736,664360,NS527643,235,212,10089,4703
G52 3,55.8435,-4.35143,252864,663643,NS528636,221,188,7955,3743
G52 4,55.8569,-4.36858,251841,665171,NS518651,329,160,3960,1678
G52 9,55.8568,-4.3739,251508,665171,NS515651,38,7,,
G53 5,55.8323,-4.34876,252989,662391,NS529623,252,221,9237,3881
G53 6,55.8179,-4.34919,252907,660790,NS529607,227,171,6937,2993
G53 7,55.8153,-4.35681,252420,660517,NS524605,394,319,15153,5927
G53 9,55.8242,-4.34726,253052,661487,NS530614,13,1,,
G58 1,55.8651,-4.24564,259564,665827,NS595658,21,14,,
G58 2,55.822,-4.33231,253980,661210,NS539612,4,4,,
G59 1,,,,,,4,0,,
G60 5,55.922,-4.45435,246731,672601,NS467726,159,134,5527,2390
G60 9,55.9036,-4.40138,249969,670437,NS499704,36,8,,
G61 1,55.9084,-4.33264,254284,670825,NS542708,210,179,6861,2794
G61 2,55.9155,-4.31781,255237,671583,NS552715,257,206,6249,2494
G61 3,55.9264,-4.32852,254608,672818,NS546728,233,199,6255,2559
G61 4,55.9252,-4.34665,253471,672723,NS534727,241,192,8191,3095
G61 6,55.9395,-4.31823,255300,674254,NS553742,1,0,,
G61 9,55.9196,-4.32058,255079,672045,NS550720,61,16,,
G62 6,55.9379,-4.31279,255634,674065,NS556740,178,145,3684,1724
G62 7,55.9445,-4.33176,254474,674839,NS544748,216,186,7248,2852
G62 8,55.9463,-4.3127,255671,675000,NS556749,131,103,2680,1256
G62 9,55.9405,-4.31957,255220,674368,NS552743,42,18,,
G63 0,56.0685,-4.38546,251598,688751,NS515887,247,206,5007,2063
G63 9,56.0136,-4.35083,253545,682568,NS535825,223,181,4211,1710
G64 1,55.9035,-4.20971,261949,670027,NS619700,358,326,12292,5060
G64 2,55.9082,-4.22306,261131,670577,NS611705,240,190,5550,2330
G64 3,55.9151,-4.22588,260980,671350,NS609713,166,149,5630,2242
G64 4,55.9383,-4.21818,261544,673916,NS615739,106,88,2920,1111
G64 9,55.9042,-4.22576,260948,670137,NS609701,45,9,,
G65 0,55.9777,-4.04562,272451,677968,NS724779,228,196,5825,2741
G65 5,55.9781,-4.05698,271743,678033,NS717780,14,2,,
G65 7,55.9752,-4.20305,262620,677992,NS626779,134,0,,
G65 8,55.9623,-4.15921,265310,676470,NS653764,108,0,,
G65 9,55.9691,-4.07079,270852,677058,NS708770,240,203,7514,3234
G66 1,55.9394,-4.15883,265254,673921,NS652739,267,182,3884,1963
G66 2,55.942,-4.13564,266711,674165,NS667741,212,193,7814,3451
G66 3,55.9344,-4.13331,266831,673315,NS668733,294,254,7354,3136
G66 4,55.9266,-4.16116,265064,672501,NS650725,199,179,5910,2357
G66 5,55.9187,-4.14691,265927,671595,NS659715,156,136,4246,1720
G66 7,55.9743,-4.20344,262592,677892,NS625778,161,145,4637,1941
G66 8,55.9617,-4.15956,265286,676404,NS652764,116,107,4085,1621
G66 9,55.9373,-4.1599,265180,673690,NS651736,98,39,,
G67 1,55.9479,-3.99164,275723,674553,NS757745,187,115,4924,2469
G67 2,55.9486,-3.97925,276499,674609,NS764746,313,207,11492,5395
G67 3,55.9598,-3.95746,277895,675817,NS778758,176,118,8786,3777
G67 4,55.9341,-4.01602,274156,673062,NS741730,201,164,9677,3978
G67 9,55.9519,-3.98366,276234,674984,NS762749,87,26,,
G68 0,55.9649,-3.99079,275830,676444,NS758764,189,141,7807,2749
G68 9,55.9438,-4.02656,273529,674161,NS735741,233,177,10572,4083
G69 0,55.911,-4.08894,269523,670627,NS695706,184,166,7085,2983
G69 1,55.8469,-4.12583,266999,663565,NS669635,30,4,,
G69 6,55.8544,-4.11462,267726,664378,NS677643,286,239,9576,3815
G69 7,55.8498,-4.10283,268448,663843,NS684638,289,263,9761,4212
G69 8,55.8903,-4.08513,269692,668316,NS696683,116,101,3329,1353
G69 9,55.9021,-4.10781,268314,669672,NS683696,157,144,3702,1562
G70 5,55.9481,-3.99176,275716,674576,NS757745,4,4,,
G70 6,55.9512,-3.9852,276136,674909,NS761749,7,7,,
G71 5,55.8316,-4.06287,270889,661743,NS708617,215,190,6653,2739
G71 6,55.8274,-4.0743,270160,661297,NS701612,242,202,8106,3376
G71 7,55.8239,-4.0879,269296,660933,NS692609,302,246,6898,3044
G71 8,55.8066,-4.07083,270308,658976,NS703589,289,240,6870,3024
G71 9,55.8196,-4.08334,269567,660446,NS695604,44,9,,
G72 0,55.7852,-4.09366,268805,656638,NS688566,337,285,9909,4318
G72 6,55.8239,-4.12618,266898,661006,NS668610,37,36,629,242
G72 7,55.8181,-4.15228,265243,660411,NS652604,373,319,14301,5981
G72 8,55.812,-4.16482,264437,659757,NS644597,336,297,12465,5412
G72 9,55.7981,-4.10478,268151,658094,NS681580,290,262,10226,4451
G73 1,55.8323,-4.21498,261366,662115,NS613621,285,119,3846,2098
G73 2,55.8246,-4.21911,261080,661267,NS610612,254,185,7237,3666
G73 3,55.8235,-4.20171,262166,661110,NS621611,244,213,8061,3705
G73 4,55.8123,-4.20812,261725,659876,NS617598,225,194,6568,3041
G73 5,55.8095,-4.19155,262753,659532,NS627595,181,163,5495,2647
G73 9,55.8237,-4.1864,263126,661101,NS631611,78,10,,
G74 1,55.7634,-4.18641,262913,654392,NS629543,202,133,4198,1927
G74 2,55.7607,-4.15576,264826,654031,NS648540,149,124,7507,3485
G74 3,55.7724,-4.15456,264942,655331,NS649553,303,262,12988,6432
G74 4,55.7714,-4.18165,263240,655273,NS632552,356,287,10862,4515
G74 5,55.7676,-4.21893,260888,654924,NS608549,176,86,1687,580
G74 7,,,,,,1,0,,
G74 9,55.7613,-4.17659,263522,654139,NS635541,114,20,,
G75 0,55.7515,-4.17474,263604,653045,NS636530,340,241,8659,4028
G75 1,,,,,,1,0,,
G75 8,55.7548,-4.21086,261349,653484,NS613534,395,371,18603,7805
G75 9,55.7452,-4.19876,262074,652392,NS620523,218,198,10879,4202
G76 0,55.7467,-4.27753,257136,652718,NS571527,161,140,4603,1953
G76 6,55.7891,-4.27696,257327,657435,NS573574,26,8,,
G76 7,55.7878,-4.28416,256870,657305,NS568573,271,232,8645,3233
G76 8,55.7847,-4.26988,257754,656930,NS577569,230,189,7669,3275
G76 9,55.7876,-4.2365,259858,657185,NS598571,77,66,1344,589
G77 5,55.7723,-4.31799,254692,655651,NS546556,338,283,10994,4452
G77 6,55.7758,-4.34208,253194,656091,NS531560,395,352,12844,4892
G77 9,55.7732,-4.33274,253770,655782,NS537557,58,18,,
G78 1,55.804,-4.39564,249944,659343,NS499593,298,238,8943,4057
G78 2,55.7958,-4.38593,250521,658410,NS505584,228,206,8682,3805
G78 3,55.7814,-4.43446,247423,656914,NS474569,205,180,5784,2387
G78 4,55.7661,-4.49942,243288,655357,NS432553,50,45,683,280
G78 9,55.8011,-4.3981,249779,659026,NS497590,18,1,,
G79 1,55.771,-4.22308,260640,655311,NS606553,2,2,,
G80 1,55.8686,-4.2419,259811,666208,NS598662,14,0,,
G81 1,55.8979,-4.39611,250276,669792,NS502697,266,174,5954,3036
G81 2,55.9071,-4.397,250256,670817,NS502708,243,187,6849,3096
G81 3,55.9136,-4.41389,249226,671577,NS492715,196,175,7005,3413
G81 4,55.9124,-4.42846,248311,671476,NS483714,207,152,6789,3469
G81 5,55.9274,-4.39569,250416,673073,NS504730,141,120,5681,2502
G81 6,55.9251,-4.41413,249256,672857,NS492728,188,173,6690,2934
G82 1,55.9427,-4.56174,240107,675147,NS401751,201,119,3957,1965
G82 2,55.9467,-4.55183,240742,675570,NS407755,236,207,5841,2719
G82 3,55.9542,-4.55152,240793,676403,NS407764,151,125,5105,2214
G82 4,55.9568,-4.58349,238808,676766,NS388767,185,159,4862,2396
G82 5,55.9584,-4.62691,236104,677047,NS361770,183,159,5701,2456
G82 9,55.9467,-4.55705,240416,675582,NS404755,65,27,,
G83 0,55.9901,-4.58311,238970,680471,NS389804,254,202,6877,3547
G83 3,55.9895,-4.57765,239308,680391,NS393803,25,3,,
G83 7,56.2209,-4.72843,230924,706497,NN309064,54,42,908,367
G83 8,56.0124,-4.57749,239413,682939,NS394829,257,217,7119,3214
G83 9,55.9825,-4.567,239943,679587,NS399795,181,145,9375,3941
G84 0,56.0332,-4.82643,223993,685860,NS239858,219,189,5572,2030
G84 4,56.0042,-4.73613,229490,682407,NS294824,59,15,,
G84 7,56.0025,-4.71891,230556,682175,NS305821,256,223,6115,2789
G84 8,56.0139,-4.75754,228198,683539,NS281835,322,240,5444,2623
G84 9,56.0115,-4.72731,230072,683197,NS300831,230,197,4740,1752
G90 8,55.8691,-4.24071,259887,666262,NS598662,39,37,,
GIR 0,,,,,,1,1,,
GL1 1,51.8598,-2.24405,383290,217940,SO832179,323,152,1986,1068
GL1 2,51.8658,-2.24789,383028,218609,SO830186,306,183,3368,1716
GL1 3,51.8656,-2.2373,383757,218584,SO837185,229,170,6128,2796
GL1 4,51.8564,-2.23406,383977,217560,SO839175,311,250,12336,4789
GL1 5,51.8502,-2.25061,382834,216874,SO828168,290,201,10439,4131
GL1 9,51.8389,-2.26742,381672,215622,SO816156,101,49,,
GL2 0,51.8719,-2.21473,385313,219280,SO853192,299,255,12000,4842
GL2 2,51.8198,-2.2673,381672,213497,SO816134,159,146,4789,1664
GL2 3,51.8267,-2.31524,378371,214278,SO783142,27,24,640,262
GL2 4,51.8243,-2.28206,380657,214001,SO806140,329,267,15494,6367
GL2 5,51.8456,-2.26303,381977,216366,SO819163,210,145,3942,1671
GL2 6,51.8314,-2.27851,380905,214791,SO809147,394,0,,
GL2 7,51.7698,-2.35071,375896,207960,SO758079,192,165,4908,1892
GL2 8,51.8733,-2.29721,379635,219456,SO796194,181,140,3854,1518
GL2 9,51.8844,-2.22811,384396,220673,SO843206,257,211,6544,2793
GL3 1,51.8853,-2.20036,386306,220768,SO863207,184,149,5977,2440
GL3 2,51.8774,-2.1804,387678,219885,SO876198,255,217,7467,3227
GL3 3,51.8536,-2.19467,386689,217241,SO866172,283,228,8237,3684
GL3 4,51.8443,-2.16363,388824,216201,SO888162,360,319,8596,3557
GL3 9,51.8392,-2.16782,388534,215634,SO885156,85,19,,
GL4 0,51.8301,-2.25214,382721,214639,SO827146,333,289,12029,5074
GL4 3,51.8562,-2.20885,385713,217533,SO857175,200,148,3589,1496
GL4 4,51.8461,-2.21901,385010,216411,SO850164,258,209,10158,4055
GL4 5,51.8428,-2.20615,385895,216042,SO858160,192,160,8768,3453
GL4 6,51.8417,-2.2259,384534,215924,SO845159,285,243,10429,4433
GL4 7,51.8529,-2.20671,385859,217165,SO858171,370,0,,
GL4 8,51.8302,-2.18649,387245,214637,SO872146,142,98,2373,1008
GL4 9,51.8408,-2.22012,384931,215822,SO849158,343,0,,
GL5 1,51.7475,-2.20915,385657,205443,SO856054,314,267,7992,3542
GL5 2,51.7304,-2.20174,386164,203540,SO861035,279,233,4574,1947
GL5 3,51.7404,-2.22708,384417,204657,SO844046,253,192,4620,2027
GL5 4,51.7472,-2.24216,383378,205417,SO833054,302,257,10177,4299
GL5 5,51.7252,-2.22824,384332,202967,SO843029,200,150,3642,1541
GL5 8,51.7328,-2.16792,388500,203800,SO885038,1,0,,
GL6 0,51.6989,-2.22585,384488,200041,SO844000,268,233,6363,2697
GL6 1,51.7506,-2.2261,384488,205791,SO844057,183,58,,
GL6 6,51.7741,-2.21757,385085,208403,SO850084,314,258,4539,2009
GL6 7,51.7571,-2.15857,389152,206502,SO891065,208,165,3529,1546
GL6 8,51.7297,-2.16443,388740,203455,SO887034,266,208,6635,2715
GL6 9,51.7076,-2.19194,386834,201002,SO868010,154,128,3425,1506
GL7 1,51.7108,-1.96238,402696,201341,SP026013,395,374,13896,6171
GL7 2,51.7225,-1.97133,402077,202642,SP020026,240,174,5260,2437
GL7 3,51.7138,-1.7227,419255,201710,SP192017,268,217,4701,2116
GL7 4,51.7002,-1.79615,414185,200181,SP141001,218,183,4324,1810
GL7 5,51.7099,-1.88269,408202,201247,SP082012,350,304,7642,3146
GL7 6,51.6864,-1.99925,400149,198627,SU001986,237,202,4708,1803
GL7 7,51.7605,-1.99746,400272,206868,SP002068,139,110,2129,852
GL7 9,51.7051,-1.96204,402720,200707,SP027007,158,53,,
GL8 0,51.6367,-2.1588,389107,193111,ST891931,22,7,,
GL8 8,51.6416,-2.17043,388303,193658,ST883936,374,310,8538,3700
